2000,4,10,2,20,S,0,1292.0,0,1,-1,0,
2001,4,10,2,20,S,0,2419.0,1,0,0,1,
2002,4,10,2,20,U,0,713.0,-1,-1,-1,-1,
2003,4,10,2,20,S,0,700.0,0,1,0,0,
2004,4,10,2,20,S,0,3733.0,1,0,0,0,
2005,4,10,2,20,U,0,3622.0,-1,-1,-1,-1,
2006,4,10,2,20,S,0,733.0,0,0,0,0,
2007,4,10,2,20,U,0,2332.0,-1,-1,-1,-1,
2008,4,10,2,20,S,0,1166.0,0,0,0,0,
2009,4,10,2,20,U,0,1646.0,-1,-1,-1,-1,
2010,8,16,2,32,U,0,13404.0,-1,-1,-1,-1,-1,-1,-1,-1,
2011,8,16,2,32,S,0,2707.0,1,1,1,0,1,-1,0,0,
2012,8,16,2,32,S,0,3410.0,0,0,1,0,0,0,1,0,
2013,8,16,2,32,S,0,2373.0,0,0,1,0,0,-1,1,1,
2014,8,16,2,32,U,0,6698.0,-1,-1,-1,-1,-1,-1,-1,-1,
2015,8,16,2,32,U,0,1920.0,-1,-1,-1,-1,-1,-1,-1,-1,
2016,8,16,2,32,S,0,7064.0,1,0,0,1,1,0,-1,1,
2017,8,16,2,32,S,0,2536.0,-1,1,0,0,0,1,0,0,
2018,8,16,2,32,U,0,14129.0,-1,-1,-1,-1,-1,-1,-1,-1,
2019,8,16,2,32,U,0,8882.0,-1,-1,-1,-1,-1,-1,-1,-1,
2080,4,20,3,60,U,0,9313.0,-1,-1,-1,-1,
2081,4,20,3,60,S,0,6637.0,1,0,0,1,
2082,4,20,3,60,S,0,2511.0,0,0,0,0,
2083,4,20,3,60,S,0,2444.0,0,1,0,0,
2084,4,20,3,60,U,0,8988.0,-1,-1,-1,-1,
2085,4,20,3,60,S,0,2295.0,0,0,0,1,
2086,4,20,3,60,S,0,8700.0,0,0,1,1,
2087,4,20,3,60,U,0,17192.0,-1,-1,-1,-1,
2088,4,20,3,60,U,0,7214.0,-1,-1,-1,-1,
2089,4,20,3,60,S,0,2899.0,0,1,0,0,
2090,8,40,3,120,S,0,14941.0,1,1,-1,0,0,0,0,0,
2091,8,40,3,120,U,0,72598.0,-1,-1,-1,-1,-1,-1,-1,-1,
2092,8,40,3,120,U,0,68290.0,-1,-1,-1,-1,-1,-1,-1,-1,
2093,8,40,3,120,S,0,17106.0,0,1,1,0,0,1,0,1,
2094,8,40,3,120,S,0,33674.0,0,1,1,0,1,1,0,1,
2095,8,40,3,120,S,0,14455.0,1,0,0,1,0,0,1,0,
2096,8,40,3,120,U,0,53154.0,-1,-1,-1,-1,-1,-1,-1,-1,
2097,8,40,3,120,S,0,59225.0,1,1,0,1,1,1,1,0,
2098,8,40,3,120,U,0,92916.0,-1,-1,-1,-1,-1,-1,-1,-1,
2099,8,40,3,120,S,0,14148.0,1,0,0,1,0,0,0,0,
2160,4,40,4,160,U,0,21279.0,-1,-1,-1,-1,
2161,4,40,4,160,U,0,28327.0,-1,-1,-1,-1,
2162,4,40,4,160,U,0,33428.0,-1,-1,-1,-1,
2163,4,40,4,160,U,0,29631.0,-1,-1,-1,-1,
2164,4,40,4,160,S,0,10336.0,0,0,0,1,
2165,4,40,4,160,U,0,29730.0,-1,-1,-1,-1,
2166,4,40,4,160,S,0,10455.0,0,0,1,1,
2167,4,40,4,160,S,0,24267.0,1,1,1,1,
2168,4,40,4,160,S,0,12278.0,0,1,0,1,
2169,4,40,4,160,U,0,27458.0,-1,-1,-1,-1,
2170,8,80,4,320,U,0,223979.0,-1,-1,-1,-1,-1,-1,-1,-1,
2171,8,80,4,320,S,0,143581.0,1,0,-1,0,1,1,1,1,
2172,8,80,4,320,S,0,271130.0,1,0,1,0,0,1,0,0,
2173,8,80,4,320,S,0,233913.0,0,1,0,1,0,0,1,0,
2174,8,80,4,320,S,0,193287.0,1,1,0,1,0,1,0,0,
2175,8,80,4,320,S,0,61645.0,1,1,0,1,0,0,0,1,
2176,8,80,4,320,S,0,118265.0,1,1,0,1,0,0,1,1,
2177,8,80,4,320,U,0,317731.0,-1,-1,-1,-1,-1,-1,-1,-1,
2178,8,80,4,320,U,0,257212.0,-1,-1,-1,-1,-1,-1,-1,-1,
2179,8,80,4,320,S,0,192998.0,1,1,0,0,0,1,1,1,
kSATu,satTeam,240,34,26,0,0
